submitted_id	current_id	converted_id	current_symbol
CG10959	FBgn0030010	FBgn0030010	CG10959
CG3161	FBgn0262736	FBgn0262736	Vha16-1
CG8745	FBgn0036381	FBgn0036381	CG8745
CG11652	FBgn0036194	FBgn0036194	Dph1
CG11166	FBgn0033166	FBgn0033166	Eaf
CG2200	FBgn0030447	FBgn0030447	CG2200
CG7536	FBgn0030890	FBgn0030890	CG7536
CG9096	FBgn0010315	FBgn0010315	CycD
CG2774	FBgn0031534	FBgn0031534	Snx1
CG8189	FBgn0019644	FBgn0019644	ATPsynB
CG8189	FBgn0080871	FBgn0080871	Dpse\GA20881
CG17617	FBgn0025836	FBgn0025836	RhoGAP1A
CG17277	FBgn0051191	FBgn0051191	CG31191
CG10348	FBgn0032707	FBgn0032707	CG10348
CG17470	FBgn0032869	FBgn0032869	CG17470
CG6815	FBgn0040237	FBgn0040237	bor
CG18361	FBgn0000499	FBgn0000499	dsh
CG12329	FBgn0040802	FBgn0040802	CG12329
CG12127	FBgn0000077	FBgn0000077	amx
CG11966	FBgn0286204	FBgn0286204	ich
CG13953	FBgn0259234	FBgn0259234	Camta
CG9403	FBgn0086655	FBgn0086655	jing
CG7518	FBgn0038108	FBgn0038108	CG7518
CG3415	FBgn0030731	FBgn0030731	Mfe2
CG7935	FBgn0026252	FBgn0026252	msk
CG1319	FBgn0035529	FBgn0035529	Fdx2
CG7214	FBgn0031940	FBgn0031940	CG7214
CG2827	FBgn0023477	FBgn0023477	Taldo
CG11655	FBgn0030638	FBgn0030638	CG11655
CG4225	FBgn0038376	FBgn0038376	Hmt-1
CG1912	FBgn0013972	FBgn0013972	Gycalpha99B
CG3992	FBgn0003507	FBgn0003507	srp
CG4921	FBgn0016701	FBgn0016701	Rab4
CG15352	FBgn0261549	FBgn0261549	rdgA
CG3044	FBgn0029913	FBgn0029913	Cht11
CG1507	FBgn0022361	FBgn0022361	Pur-alpha
CG16743	FBgn0032322	FBgn0032322	CG16743
CG14952	FBgn0035377	FBgn0035377	CG14952
CG1402	FBgn0031698	FBgn0031698	Ncoa6
CG1402	FBgn0029962	FBgn0029962	CARPA
CG6061	FBgn0033846	FBgn0033846	mip120
CG5012	FBgn0011787	FBgn0011787	mRpL12
CG5012	FBgn0085140	FBgn0085140	Dsim\GD14139
CG10840	FBgn0026259	FBgn0026259	eIF5B
CG3249	FBgn0263987	FBgn0263987	spoon
CG15781	FBgn0263512	FBgn0263512	Vsx2
CG4673	FBgn0039348	FBgn0039348	Npl4
CG10023	FBgn0020440	FBgn0020440	Fak
CG4636	FBgn0041781	FBgn0041781	SCAR
CG9533	FBgn0003301	FBgn0003301	rut
CG6153	FBgn0032445	FBgn0032445	CG6153
CG1960	FBgn0002872	FBgn0002872	mu2
CG17931	FBgn0038421	FBgn0038421	CG17931
CG14440	FBgn0029894	FBgn0029894	CG14440
CG7007	FBgn0028662	FBgn0028662	VhaPPA1-1
CG9867	FBgn0264672	FBgn0264672	Eogt
CG14459	FBgn0037171	FBgn0037171	CG14459
CG1569	FBgn0003268	FBgn0003268	rod
CG8181	FBgn0265011	FBgn0265011	Np
CG16878	FBgn0028875	FBgn0028875	nAChRalpha5
CG11208	FBgn0034488	FBgn0034488	Hacl
CG11208	FBgn0082754	FBgn0082754	Dsim\GD25296
CG9663	FBgn0031516	FBgn0031516	CG9663
CG11048	FBgn0034487	FBgn0034487	Efhc1.2
CG11048	FBgn0082757	FBgn0082757	Dsim\GD11498
CG15218	FBgn0025674	FBgn0025674	CycK
CG7949	FBgn0036107	FBgn0036107	galla-2
CG12850	FBgn0265193	FBgn0265193	Atf-2
CG7391	FBgn0023076	FBgn0023076	Clk
CG8444	FBgn0037671	FBgn0037671	ATP6AP2
CG6712	FBgn0032408	FBgn0032408	CG6712
CG9630	FBgn0037561	FBgn0037561	CG9630
CG3321	FBgn0038224	FBgn0038224	ATPsynE
CG3321	FBgn0077385	FBgn0077385	Dpse\GA17372
CG14519	FBgn0039619	FBgn0039619	CG14519
CG15765	FBgn0029814	FBgn0029814	CG15765
CG8080	FBgn0033373	FBgn0033373	CG8080
CG3436	FBgn0031229	FBgn0031229	CG3436
CG6384	FBgn0000283	FBgn0000283	Cp190
CG11926	FBgn0031640	FBgn0031640	Mon1
CG9057	FBgn0030608	FBgn0030608	Lsd-2
CG7461	FBgn0034432	FBgn0034432	CG7461
CG9114	FBgn0030628	FBgn0030628	CG9114
CG5796	FBgn0020018	FBgn0020018	Ppox
CG14577	FBgn0037110	FBgn0037110	ORMDL
CG12121	FBgn0030109	FBgn0030109	CG12121
CG17265	FBgn0031488	FBgn0031488	Ccdc85
CG15667	FBgn0026369	FBgn0026369	Sara
CG10243	FBgn0033979	FBgn0033979	Cyp6a19
CG1058	FBgn0022981	FBgn0022981	rpk
CG15365	FBgn0030077	FBgn0030077	CG15365
CG1513	FBgn0033463	FBgn0033463	CG1513
CG15174	FBgn0002023	FBgn0002023	Lim3
CG8270	FBgn0035703	FBgn0035703	CG8270
CG7314	FBgn0036199	FBgn0036199	Bmcp
CG15608	FBgn0050460	FBgn0050460	CG30460
CG1658	FBgn0265998	FBgn0265998	Doa
CG1681	FBgn0030484	FBgn0030484	GstT4
CG11097	FBgn0052016	FBgn0052016	4E-T
CG7623	FBgn0038524	FBgn0038524	sll
CG17888	FBgn0016694	FBgn0016694	Pdp1
CG8430	FBgn0001124	FBgn0001124	Got1
CG15653	FBgn0034578	FBgn0034578	CG15653
CG7341	FBgn0036777	FBgn0036777	CG7341
CG10655	FBgn0002021	FBgn0002021	l(2)37Bb
CG2252	FBgn0004656	FBgn0004656	fs(1)h
CG3269	FBgn0014009	FBgn0014009	Rab2
CG3684	FBgn0051005	FBgn0051005	qless
CG15619	FBgn0052529	FBgn0052529	Hers
CG7687	FBgn0051122	FBgn0051122	CG31122
CG3071	FBgn0023527	FBgn0023527	CG3071
CG3071	FBgn0068685	FBgn0068685	Dsim\GD16604
CG12341	FBgn0033550	FBgn0033550	CG12341
CG3957	FBgn0034876	FBgn0034876	wmd
CG15845	FBgn0284249	FBgn0284249	Adf1
CG3308	FBgn0038877	FBgn0038877	CG3308
CG9707	FBgn0034628	FBgn0034628	Acox57D-p
CG4451	FBgn0038755	FBgn0038755	Hs6st
CG4946	FBgn0259482	FBgn0259482	Mob3
CG8787	FBgn0261823	FBgn0261823	Asx
CG7841	FBgn0036502	FBgn0036502	CG7841
CG6202	FBgn0019925	FBgn0019925	Surf4
CG3570	FBgn0035035	FBgn0035035	Samtor
CG14821	FBgn0035719	FBgn0035719	tow
CG2202	FBgn0030240	FBgn0030240	CG2202
CG17599	FBgn0031196	FBgn0031196	Cluap1
CG12273	FBgn0016762	FBgn0016762	angel
CG1354	FBgn0030151	FBgn0030151	CG1354
CG14865	FBgn0011476	FBgn0011476	l(3)neo43
CG7899	FBgn0000032	FBgn0000032	Acph-1
CG18434	FBgn0263995	FBgn0263995	cpo
CG7496	FBgn0035806	FBgn0035806	PGRP-SD
CG16777	FBgn0261552	FBgn0261552	ps
CG14279	FBgn0086613	FBgn0086613	Ino80
CG1487	FBgn0040206	FBgn0040206	krz
CG12711	FBgn0040744	FBgn0040744	CG12711
CG16711	FBgn0036032	FBgn0036032	CG16711
CG7468	FBgn0260657	FBgn0260657	CG42540
CG12703	FBgn0031069	FBgn0031069	Pmp70
CG7053	FBgn0030960	FBgn0030960	Atg101
CG10746	FBgn0263773	FBgn0263773	fok
CG4004	FBgn0030418	FBgn0030418	CG4004
CG6141	FBgn0015756	FBgn0015756	RpL9
CG10330	FBgn0004581	FBgn0004581	bgcn
CG10330	FBgn0034918	FBgn0034918	Pym
CG7654	FBgn0036928	FBgn0036928	Tom20
CG1527	FBgn0004404	FBgn0004404	RpS14b
CG3508	FBgn0038251	FBgn0038251	Hexim
CG12720	FBgn0267001	FBgn0267001	Ten-a
CG5035	FBgn0083975	FBgn0083975	Nlg4
CG15690	FBgn0259222	FBgn0259222	CG42322
CG14503	FBgn0040737	FBgn0040737	Tango8
CG11454	FBgn0031224	FBgn0031224	CG11454
CG1871	FBgn0011586	FBgn0011586	e(r)
CG1768	FBgn0011202	FBgn0011202	dia
CG15095	FBgn0010651	FBgn0010651	MFS14
CG1034	FBgn0000166	FBgn0000166	bcd
CG6854	FBgn0266452	FBgn0266452	CTPsyn
CG6854	FBgn0266441	FBgn0266441	CG45071
CG7805	FBgn0039709	FBgn0039709	Cad99C
CG5976	FBgn0036999	FBgn0036999	isoQC
CG8655	FBgn0028360	FBgn0028360	Cdc7
CG5694	FBgn0032197	FBgn0032197	ova
CG6342	FBgn0024957	FBgn0024957	Irp-1B
CG8053	FBgn0026250	FBgn0026250	eIF1A
CG8237	FBgn0033350	FBgn0033350	CG8237
CG6932	FBgn0028837	FBgn0028837	CSN6
CG14621	FBgn0031183	FBgn0031183	CG14621
CG8819	FBgn0033749	FBgn0033749	achi
CG10230	FBgn0028691	FBgn0028691	Rpn9
CG14816	FBgn0023517	FBgn0023517	Pgam5
CG14281	FBgn0051475	FBgn0051475	CG31475
CG8182	FBgn0034025	FBgn0034025	Pgant1
CG13804	FBgn0035328	FBgn0035328	yellow-g2
CG14026	FBgn0003716	FBgn0003716	tkv
CG10491	FBgn0003984	FBgn0003984	vn
CG5958	FBgn0031913	FBgn0031913	CG5958
CG13865	FBgn0039965	FBgn0039965	Coa7
CG2674	FBgn0005278	FBgn0005278	Sam-S
CG6575	FBgn0015229	FBgn0015229	glec
CG14308	FBgn0051122	FBgn0051122	CG31122
CG8048	FBgn0262511	FBgn0262511	Vha44
CG3540	FBgn0023541	FBgn0023541	Cyp4d14
CG12071	FBgn0039808	FBgn0039808	CG12071
CG1172	FBgn0264712	FBgn0264712	CG1172
CG10068	FBgn0037473	FBgn0037473	CG10068
CG12199	FBgn0031016	FBgn0031016	kek5
CG14022	FBgn0031700	FBgn0031700	CG14022
CG13752	FBgn0024189	FBgn0024189	sns
CG17188	FBgn0038755	FBgn0038755	Hs6st
CG4311	FBgn0010611	FBgn0010611	Hmgs
CG4311	FBgn0083433	FBgn0083433	Dsim\Hmgs
CG17960	FBgn0025836	FBgn0025836	RhoGAP1A
CG2163	FBgn0005648	FBgn0005648	Pabp2
CG7177	FBgn0037098	FBgn0037098	Wnk
CG11683	FBgn0038755	FBgn0038755	Hs6st
CG4627	FBgn0033808	FBgn0033808	CG4627
CG5832	FBgn0264005	FBgn0264005	Hmx
CG7305	FBgn0053547	FBgn0053547	Rim
CG12683	FBgn0040911	FBgn0040911	CG12683
CG8924	FBgn0030710	FBgn0030710	CG8924
CG14220	FBgn0031036	FBgn0031036	CG14220
CG4268	FBgn0016696	FBgn0016696	Pitslre
CG6597	FBgn0036967	FBgn0036967	SCCRO4
CG9734	FBgn0027657	FBgn0027657	glob1
CG9384	FBgn0036446	FBgn0036446	CG9384
CG3619	FBgn0000463	FBgn0000463	Dl
CG1268	FBgn0035521	FBgn0035521	VhaM9.7-a
CG7359	FBgn0260855	FBgn0260855	Sec22
CG7001	FBgn0283473	FBgn0283473	S6KL
CG5037	FBgn0032222	FBgn0032222	CG5037
CG5037	FBgn0078614	FBgn0078614	Dpse\GA18613
CG13777	FBgn0262872	FBgn0262872	milt
CG3756	FBgn0031657	FBgn0031657	CG3756
CG12870	FBgn0085391	FBgn0085391	trv
CG12997	FBgn0030831	FBgn0030831	CG12997
CG11878	FBgn0039310	FBgn0039310	CG11878
CG7641	FBgn0013303	FBgn0013303	Nca
CG12047	FBgn0002873	FBgn0002873	mud
CG12047	FBgn0260482	FBgn0260482	CG32599
CG10863	FBgn0027552	FBgn0027552	CG10863
CG6584	FBgn0267376	FBgn0267376	SelR
CG17785	FBgn0039188	FBgn0039188	Golgin84
CG8611	FBgn0027602	FBgn0027602	CG8611
CG4867	FBgn0040239	FBgn0040239	bc10
CG5671	FBgn0026379	FBgn0026379	Pten
CG2699	FBgn0020622	FBgn0020622	Pi3K21B
CG9576	FBgn0031091	FBgn0031091	Phf7
CG11924	FBgn0000286	FBgn0000286	Cf2
CG3654	FBgn0036004	FBgn0036004	Jarid2
CG7326	FBgn0030970	FBgn0030970	CG7326
CG13603	FBgn0039135	FBgn0039135	CG13603
CG10325	FBgn0000014	FBgn0000014	abd-A
CG11676	FBgn0267336	FBgn0267336	Glut4EF
CG8073	FBgn0033377	FBgn0033377	Pgm2a
CG10377	FBgn0004838	FBgn0004838	Hrb27C
CG10377	FBgn0083432	FBgn0083432	Dsim\Hrb27C
CG12462	FBgn0283657	FBgn0283657	Tlk
CG17772	FBgn0015360	FBgn0015360	oxt
CG8243	FBgn0033349	FBgn0033349	CG8243
CG9650	FBgn0029939	FBgn0029939	CG9650
CG5585	FBgn0036973	FBgn0036973	Rbbp5
CG1759	FBgn0000251	FBgn0000251	cad
CG6263	FBgn0051729	FBgn0051729	CG31729
CG3524	FBgn0042627	FBgn0042627	FASN2
CG3881	FBgn0032135	FBgn0032135	GlcAT-S
CG6458	FBgn0052029	FBgn0052029	Cpr66D
CG6219	FBgn0026257	FBgn0026257	cav
CG9763	FBgn0262614	FBgn0262614	pyd
CG9763	FBgn0003165	FBgn0003165	pum
CG15314	FBgn0263132	FBgn0263132	Cht6
CG5330	FBgn0015268	FBgn0015268	Nap1
CG14554	FBgn0039411	FBgn0039411	dysf
CG11265	FBgn0030049	FBgn0030049	Trf4-1
CG1524	FBgn0004403	FBgn0004403	RpS14a
CG12170	FBgn0037356	FBgn0037356	CG12170
CG6073	FBgn0039417	FBgn0039417	CG6073
CG13343	FBgn0263697	FBgn0263697	Uba3
CG9735	FBgn0010803	FBgn0010803	TrpRS
CG10078	FBgn0041194	FBgn0041194	Prat2
CG18347	FBgn0260743	FBgn0260743	GC1
CG5776	FBgn0032450	FBgn0032450	CG5776
CG10851	FBgn0004587	FBgn0004587	B52
CG10614	FBgn0008636	FBgn0008636	hbn
CG6573	FBgn0260943	FBgn0260943	Rbp6
CG3971	FBgn0260960	FBgn0260960	Baldspot
CG17600	FBgn0031195	FBgn0031195	CG17600
CG8043	FBgn0037610	FBgn0037610	CG8043
CG10889	FBgn0038769	FBgn0038769	CG10889
CG9992	FBgn0030744	FBgn0030744	CG9992
CG17510	FBgn0039969	FBgn0039969	Fis1
CG14652	FBgn0085386	FBgn0085386	CG34357
CG13849	FBgn0038964	FBgn0038964	Nop56
CG14749	FBgn0033316	FBgn0033316	Gle1
CG9351	FBgn0024555	FBgn0024555	flfl
CG5807	FBgn0027539	FBgn0027539	lili
CG15362	FBgn0031378	FBgn0031378	CG15362
CG5241	FBgn0263602	FBgn0263602	Tasp1
CG6207	FBgn0036144	FBgn0036144	GlcAT-P
CG13846	FBgn0085405	FBgn0085405	CG34376
CG17660	FBgn0031356	FBgn0031356	CG17660
CG3793	FBgn0028507	FBgn0028507	CG3793
CG15159	FBgn0085370	FBgn0085370	Pde11
CG5145	FBgn0052428	FBgn0052428	CG32428
CG12013	FBgn0035438	FBgn0035438	PHGPx
CG13322	FBgn0033784	FBgn0033784	SCCRO3
CG13061	FBgn0042201	FBgn0042201	Nplp3
CG8267	FBgn0026375	FBgn0026375	RhoGAPp190
CG3228	FBgn0001330	FBgn0001330	kz
CG9231	FBgn0036887	FBgn0036887	CG9231
CG10960	FBgn0036316	FBgn0036316	CG10960
CG14200	FBgn0031023	FBgn0031023	CG14200
CG2934	FBgn0285910	FBgn0285910	VhaAC39-1
CG15567	FBgn0039843	FBgn0039843	CG15567
CG12781	FBgn0034797	FBgn0034797	nahoda
CG7037	FBgn0020224	FBgn0020224	Cbl
CG2913	FBgn0265575	FBgn0265575	yin
CG8765	FBgn0036900	FBgn0036900	CG8765
CG9066	FBgn0030703	FBgn0030703	MSBP
CG15110	FBgn0027535	FBgn0027535	botv
CG1662	FBgn0030481	FBgn0030481	CG1662
CG11151	FBgn0030519	FBgn0030519	CG11151
CG2017	FBgn0037391	FBgn0037391	CG2017
CG8494	FBgn0033916	FBgn0033916	Usp20-33
CG15601	FBgn0030673	FBgn0030673	CG15601
CG10238	FBgn0039280	FBgn0039280	Mocs2B
CG1395	FBgn0003525	FBgn0003525	stg
CG2944	FBgn0026238	FBgn0026238	gus
CG7163	FBgn0035889	FBgn0035889	mkg-p
CG5848	FBgn0000250	FBgn0000250	cact
CG13844	FBgn0053110	FBgn0053110	CG33110
CG7928	FBgn0039740	FBgn0039740	ZIPIC
CG10965	FBgn0030028	FBgn0030028	Corp
CG9837	FBgn0037635	FBgn0037635	CG9837
CG8235	FBgn0033351	FBgn0033351	AIMP1
CG3740	FBgn0023530	FBgn0023530	CG3740
CG5452	FBgn0022338	FBgn0022338	dnk
CG12852	FBgn0085383	FBgn0085383	CG34354
CG7917	FBgn0016685	FBgn0016685	Nlp
CG3937	FBgn0014141	FBgn0014141	cher
CG4823	FBgn0051092	FBgn0051092	LpR2
CG5249	FBgn0035625	FBgn0035625	Blimp-1
CG4351	FBgn0263005	FBgn0263005	CG43313
CG11257	FBgn0034442	FBgn0034442	CG11257
CG14976	FBgn0040695	FBgn0040695	CG14976
CG8367	FBgn0000289	FBgn0000289	cg
CG4422	FBgn0004868	FBgn0004868	Gdi
CG12717	FBgn0030420	FBgn0030420	CG12717
CG16978	FBgn0040972	FBgn0040972	CG16978
CG13109	FBgn0041092	FBgn0041092	tai
CG9730	FBgn0036853	FBgn0036853	mRpL21
CG15470	FBgn0260971	FBgn0260971	CG42594
CG9653	FBgn0024250	FBgn0024250	brk
CG7263	FBgn0031392	FBgn0031392	AIF
CG17514	FBgn0039959	FBgn0039959	CG17514
CG7530	FBgn0038256	FBgn0038256	CG7530
CG11398	FBgn0040366	FBgn0040366	CG11398
CG4585	FBgn0025335	FBgn0025335	Cpes
CG4093	FBgn0050183	FBgn0050183	CG30183
CG1578	FBgn0030336	FBgn0030336	CG1578
CG4030	FBgn0034585	FBgn0034585	Rbpn-5
CG17704	FBgn0026401	FBgn0026401	Nipped-B
CG13667	FBgn0035890	FBgn0035890	CG13667
CG4029	FBgn0015396	FBgn0015396	jumu
CG15102	FBgn0034405	FBgn0034405	Jheh2
CG9310	FBgn0004914	FBgn0004914	Hnf4
CG14065	FBgn0261618	FBgn0261618	larp
CG13339	FBgn0033871	FBgn0033871	CG13339
CG8383	FBgn0037737	FBgn0037737	Pnn
CG11255	FBgn0036337	FBgn0036337	AdenoK
CG14441	FBgn0029895	FBgn0029895	CG14441
CG17724	FBgn0033802	FBgn0033802	CG17724
CG14803	FBgn0023513	FBgn0023513	CG14803
CG8975	FBgn0011704	FBgn0011704	RnrS
CG4399	FBgn0261954	FBgn0261954	east
CG8329	FBgn0036022	FBgn0036022	CG8329
CG4328	FBgn0036274	FBgn0036274	CG4328
CG6707	FBgn0036058	FBgn0036058	CG6707
CG10308	FBgn0010317	FBgn0010317	CycJ
CG7618	FBgn0003042	FBgn0003042	Pc
CG1558	FBgn0027259	FBgn0027259	Kmn1
CG10811	FBgn0023213	FBgn0023213	eIF4G1
CG15532	FBgn0010113	FBgn0010113	hdc
CG7299	FBgn0032282	FBgn0032282	CG7299
CG17454	FBgn0039977	FBgn0039977	CG17454
CG2829	FBgn0283657	FBgn0283657	Tlk
CG2829	FBgn0068687	FBgn0068687	Dsim\GD16650
CG17183	FBgn0035149	FBgn0035149	MED30
CG18317	FBgn0031359	FBgn0031359	Rim2
CG5295	FBgn0036449	FBgn0036449	bmm
CG14199	FBgn0040890	FBgn0040890	ksh
CG4858	FBgn0037011	FBgn0037011	CG4858
CG3664	FBgn0014010	FBgn0014010	Rab5
CG11534	FBgn0046296	FBgn0046296	CG11534
CG8678	FBgn0032935	FBgn0032935	Atg18b
CG9748	FBgn0263231	FBgn0263231	bel
CG11484	FBgn0051992	FBgn0051992	gw
CG14222	FBgn0031043	FBgn0031043	Naa20A
CG17333	FBgn0030239	FBgn0030239	CG17333
CG7404	FBgn0035849	FBgn0035849	ERR
CG5575	FBgn0011236	FBgn0011236	ken
CG8264	FBgn0004856	FBgn0004856	Bx42
CG5953	FBgn0032587	FBgn0032587	CG5953
CG4991	FBgn0030817	FBgn0030817	CG4991
CG17964	FBgn0085432	FBgn0085432	pan
CG14214	FBgn0031049	FBgn0031049	Sec61gamma
CG17678	FBgn0000384	FBgn0000384	cta
CG5422	FBgn0005649	FBgn0005649	Rox8
CG13946	FBgn0040725	FBgn0040725	CG13946
CG15341	FBgn0261873	FBgn0261873	sdt
CG6103	FBgn0265784	FBgn0265784	CrebB
CG12099	FBgn0035232	FBgn0035232	CG12099
CG2129	FBgn0030008	FBgn0030008	CG2129
CG5134	FBgn0260401	FBgn0260401	MED9
CG5134	FBgn0260392	FBgn0260392	CG42518
CG17508	FBgn0039970	FBgn0039970	CG17508
CG10161	FBgn0040227	FBgn0040227	eIF3d1
CG8229	FBgn0033356	FBgn0033356	CG8229
CG4593	FBgn0029929	FBgn0029929	CG4593
CG6461	FBgn0030932	FBgn0030932	Ggt-1
CG12088	FBgn0039776	FBgn0039776	PH4alphaEFB
CG12128	FBgn0033473	FBgn0033473	CG12128
CG5113	FBgn0052767	FBgn0052767	CG32767
CG10447	FBgn0032816	FBgn0032816	Nf-YB
CG10495	FBgn0032750	FBgn0032750	CG10495
CG6721	FBgn0004390	FBgn0004390	RasGAP1
CG4244	FBgn0003557	FBgn0003557	Su(dx)
CG1495	FBgn0016126	FBgn0016126	CaMKI
CG1131	FBgn0015569	FBgn0015569	alpha-Est10
CG4560	FBgn0038369	FBgn0038369	Arpc3A
CG5028	FBgn0039358	FBgn0039358	CG5028
CG14437	FBgn0029502	FBgn0029502	Coq7
CG18494	FBgn0041092	FBgn0041092	tai
CG18659	FBgn0027561	FBgn0027561	CG18659
CG12031	FBgn0035145	FBgn0035145	MED14
CG8815	FBgn0022764	FBgn0022764	Sin3A
CG7031	FBgn0039027	FBgn0039027	CG7031
CG3424	FBgn0036007	FBgn0036007	path
CG12236	FBgn0029822	FBgn0029822	CG12236
CG10328	FBgn0015520	FBgn0015520	nonA-l
CG12775	FBgn0032987	FBgn0032987	RpL21
CG9731	FBgn0262614	FBgn0262614	pyd
CG3263	FBgn0259243	FBgn0259243	Pka-R1
CG1919	FBgn0035281	FBgn0035281	Cpr62Bc
CG11505	FBgn0035424	FBgn0035424	Larp4B
CG2974	FBgn0030178	FBgn0030178	Naxe
CG7148	FBgn0046301	FBgn0046301	CG7148
CG11027	FBgn0013749	FBgn0013749	Arf102F
CG10037	FBgn0086680	FBgn0086680	vvl
CG5108	FBgn0032236	FBgn0032236	mRpS7
CG8308	FBgn0087040	FBgn0087040	alphaTub67C
CG7995	FBgn0035266	FBgn0035266	Gk2
CG14517	FBgn0039625	FBgn0039625	beta4GalNAcTB
CG11745	FBgn0051460	FBgn0051460	CG31460
CG11745	FBgn0266916	FBgn0266916	Cenp-C
CG1793	FBgn0039923	FBgn0039923	MED26
CG12385	FBgn0011555	FBgn0011555	thetaTry
CG9985	FBgn0016984	FBgn0016984	sktl
CG12912	FBgn0033497	FBgn0033497	CG12912
CG10679	FBgn0032725	FBgn0032725	Nedd8
CG4195	FBgn0002283	FBgn0002283	l(3)73Ah
CG9260	FBgn0023407	FBgn0023407	B4
CG11779	FBgn0038683	FBgn0038683	CG11779
CG8774	FBgn0038136	FBgn0038136	CG8774
CG7169	FBgn0037105	FBgn0037105	S1P
CG6674	FBgn0036063	FBgn0036063	CG6674
CG7769	FBgn0260962	FBgn0260962	pic
CG5701	FBgn0036980	FBgn0036980	RhoBTB
CG8602	FBgn0035763	FBgn0035763	mrva
CG2675	FBgn0024994	FBgn0024994	Ugalt
CG3582	FBgn0017457	FBgn0017457	U2af38
CG3169	FBgn0037981	FBgn0037981	Spt3
CG9214	FBgn0028397	FBgn0028397	Tob
CG4122	FBgn0004648	FBgn0004648	svr
CG3797	FBgn0036842	FBgn0036842	Ugt316A1
CG5339	FBgn0034925	FBgn0034925	CG5339
CG16947	FBgn0031816	FBgn0031816	Rchy1
CG3655	FBgn0040397	FBgn0040397	CG3655
CG5056	FBgn0032231	FBgn0032231	CG5056
CG9786	FBgn0001180	FBgn0001180	hb
CG16776	FBgn0261552	FBgn0261552	ps
CG5058	FBgn0259211	FBgn0259211	grh
CG15565	FBgn0051005	FBgn0051005	qless
CG4353	FBgn0010303	FBgn0010303	hep
CG5802	FBgn0250820	FBgn0250820	meigo
CG3671	FBgn0011672	FBgn0011672	Mvl
CG10577	FBgn0026179	FBgn0026179	siz
CG13594	FBgn0035041	FBgn0035041	CG13594
CG14036	FBgn0031677	FBgn0031677	CG14036
CG7175	FBgn0038584	FBgn0038584	mTerf5
CG9135	FBgn0031769	FBgn0031769	CG9135
CG4825	FBgn0037010	FBgn0037010	CG4825
CG12772	FBgn0030055	FBgn0030055	CG12772
CG5079	FBgn0039346	FBgn0039346	CG5079
CG9943	FBgn0029117	FBgn0029117	Surf1
CG9943	FBgn0082122	FBgn0082122	Dpse\GA22142
CG8206	FBgn0030679	FBgn0030679	CG8206
CG8312	FBgn0037720	FBgn0037720	CG8312
CG12202	FBgn0031020	FBgn0031020	Naa15-16
CG13673	FBgn0260472	FBgn0260472	CG13673
CG3107	FBgn0033005	FBgn0033005	CG3107
CG15066	FBgn0034328	FBgn0034328	IM23
CG7228	FBgn0031969	FBgn0031969	pes
CG2079	FBgn0029944	FBgn0029944	Dok
CG1362	FBgn0013435	FBgn0013435	Cdc2rk
CG5726	FBgn0034313	FBgn0034313	CG5726
CG3433	FBgn0021944	FBgn0021944	Coprox
CG1520	FBgn0024273	FBgn0024273	WASp
CG4783	FBgn0038756	FBgn0038756	CG4783
CG8032	FBgn0037606	FBgn0037606	CG8032
CG2671	FBgn0002121	FBgn0002121	l(2)gl
CG1210	FBgn0020386	FBgn0020386	Pdk1
CG14209	FBgn0031039	FBgn0031039	Shawn
CG3774	FBgn0029849	FBgn0029849	Efr
CG15293	FBgn0028526	FBgn0028526	CG15293
CG9755	FBgn0003165	FBgn0003165	pum
CG7850	FBgn0243512	FBgn0243512	puc
CG4336	FBgn0003302	FBgn0003302	rux
CG9853	FBgn0086605	FBgn0086605	CG9853
CG7979	FBgn0035848	FBgn0035848	Uxs
CG13431	FBgn0034521	FBgn0034521	Mgat1
CG15206	FBgn0030250	FBgn0030250	CG15206
CG11232	FBgn0052016	FBgn0052016	4E-T
CG4985	FBgn0263772	FBgn0263772	CG43689
CG17622	FBgn0266418	FBgn0266418	wake
CG9256	FBgn0040297	FBgn0040297	Nhe2
CG9445	FBgn0040674	FBgn0040674	CG9445
CG10605	FBgn0015919	FBgn0015919	caup
CG11873	FBgn0039633	FBgn0039633	CG11873
CG5683	FBgn0005694	FBgn0005694	Aef1
CG16734	FBgn0037667	FBgn0037667	CG16734
CG7380	FBgn0031977	FBgn0031977	baf
CG13483	FBgn0042630	FBgn0042630	Sox21b
CG7739	FBgn0036509	FBgn0036509	CG7739
CG3943	FBgn0020545	FBgn0020545	kraken
CG3497	FBgn0004837	FBgn0004837	Su(H)
CG9983	FBgn0001215	FBgn0001215	Hrb98DE
CG3065	FBgn0034946	FBgn0034946	CG3065
CG6737	FBgn0032294	FBgn0032294	Vha16-5
CG2658	FBgn0024992	FBgn0024992	Spg7
CG14216	FBgn0031054	FBgn0031054	Ssu72
CG13605	FBgn0039150	FBgn0039150	CG13605
CG8336	FBgn0036020	FBgn0036020	CG8336
CG1216	FBgn0035107	FBgn0035107	mri
CG9888	FBgn0003062	FBgn0003062	Fib
CG11419	FBgn0034231	FBgn0034231	APC10
CG15438	FBgn0025684	FBgn0025684	MFS18
CG10234	FBgn0024230	FBgn0024230	Hs2st
CG13510	FBgn0034758	FBgn0034758	CG13510
CG1639	FBgn0001491	FBgn0001491	l(1)10Bb
CG10404	FBgn0034543	FBgn0034543	galla-1
CG1591	FBgn0029133	FBgn0029133	REG
CG3510	FBgn0000405	FBgn0000405	CycB
